thread_title,thread_url,thread_author,thread_datetime,snippet,doctors,clinics,city
[分享] 一直以為黑眼圈雷射沒用,https://www.pttweb.cc/bbs/facelift/M.1643542442.A.447,,2022-01-30T19:34:00,一直以來都想去做眼袋淚溝補脂手術，但醫美詢問幾家後價格要5-8萬，覺得目前還是學 生的自己敗下去會有羞愧感，因此有研究了其他代替方法，什麼舒顏萃啊，玻尿酸，熊貓 針之類的 ，但總覺得都沒手術一勞永逸，目前階段掙扎著想還有沒有其他的方式先替代一下，以後 出社會存錢 後再去手術。,,,
[分享] 一直以為黑眼圈雷射沒用,https://www.pttweb.cc/bbs/facelift/M.1643542442.A.447,,2022-01-30T19:34:00,醫生我不知道欸，我要問一下。 彩衝光（只打黑眼圈）。 其實我也有想過變回來的問題，但架不住便宜。哈哈。,,,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,[討論] 高雄眼袋手術醫生選擇 - 看板facelift - PTT網頁版,高雄眼袋手術醫生,,高雄
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,"[討論] 高雄眼袋手術醫生選擇 ＋收藏 分享 看板 facelift 作者 chuname (chuname) 時間 4年前 發表 (2022/01/27 23:12) , 編輯 推噓 12 ( 12 推 0 噓 8 → ) 留言 20則, 11人 參與 , 最新 討論串 1/1",高雄眼袋手術醫生,,高雄
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,第一間 白X（江醫師） 江醫師在板上的眼袋手術文中比較少出現 之所以會去這間是因為近期在某篇文中的留言裡 有位美麗的小姐分享了她的術前術後照 讓我覺得我一定要去看看！,,,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,江醫師本人很親切 有拿出一支臉部專用筆（？ 來告知我他的手術流程 本人有臥蠶所以江醫師說手術會保留我的臥蠶 將眼袋的部分拿掉再將眼袋裡的脂肪補到淚溝 補蘋果肌的部分會使用其他部位的脂肪來補 眼下色素的問題江醫師有說看補脂的時候有沒有辦法遮蓋起來,"有臥蠶所以江醫師,色素的問題江醫師",,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,第二間 群X（姚醫師） 姚醫師算是在板上高雄眼袋的名人了 所以當然不會錯過,,,高雄
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,姚醫師也是很親切的醫師 他告知他的手術流程是內開眼袋把脂肪拿出來 之後淚溝以及蘋果肌會是用其他部位的脂肪來補 他特別說（我沒問的情況下）他不會用眼袋拿出來的脂肪去補是因爲拿出來的脂肪細胞會 被破壞（這段我有點忘了，但是大致上意思就是眼袋脂肪拿來補淚溝不太好） 之後姚醫師可能是還要忙就走了,"也是很親切的醫師,之後姚醫師",,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,第三間 大X醫院（黃醫師） 黃醫師更不用說了 是眼袋手術資訊最多的 可以看到很多術前術後照的,,大X醫院,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,黃醫師人也是很親切 他的手術流程會是採用舒眠麻醉 眼袋脂肪拿出來後會再抽其他部位的脂肪去填補淚溝跟蘋果肌 黃醫師有特別說到我因為色素的問題 所以開完後眼袋部分會平但是青藍的狀況能改變的不多,,,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,白X 優點：價格比較便宜，醫生很細心 缺點：距離比較遠（我住在左營），板上分享的人太少了（但是rap小姐還是讓我很震撼 ）， 問題：不知道版上有沒有其他版友有給這位醫師做眼袋手術的經驗？還有拿眼袋取出來的 脂肪去填補淚溝是不是比較不好？,版友有給這位醫師,,
[討論] 高雄眼袋手術醫生選擇,https://www.pttweb.cc/bbs/facelift/M.1643296337.A.5E2,,2022-01-27T23:12:00,", 8 F 定好哪一間再麻煩妳分享一下喔 01/31 08:47 , 8 F 推 wangsandy76 02/13 14:33, , 9 F 我是給姚醫師手術，手術後回診姚醫師 02/13 14:33 , 9 F → wangsandy76 02/13 14:34, , 10 F 很關心恢復狀況，覺得售後服務很好 02/13 14:34 , 10 F 推 seacalf 04/06 02:38, , 11 F 我是給黃醫師做的，目前已經三年了，過程 04/06 02:38 , 11 F → seacalf 04/...","我是給姚醫師,手術後回診姚醫師,我是給黃醫師,部眼袋厲害的醫師",我推雅斯翠診所,
高雄眼袋手術診所醫師求推薦,https://www.pttweb.cc/bbs/facelift/M.1643182744.A.0AB,,2022-01-26T15:39:00,高雄眼袋手術診所醫師求推薦 - 看板facelift - PTT網頁版,眼袋手術診所醫師,高雄眼袋手術診所,高雄
高雄眼袋手術診所醫師求推薦,https://www.pttweb.cc/bbs/facelift/M.1643182744.A.0AB,,2022-01-26T15:39:00,"高雄眼袋手術診所醫師求推薦 ＋收藏 分享 看板 facelift 作者 ardenlee (nodjdj onlydldl) 時間 4年前 發表 (2022/01/26 15:39) , 編輯 推噓 5 ( 5 推 0 噓 10 → ) 留言 15則, 6人 參與 , 最新 討論串 1/1",眼袋手術診所醫師,高雄眼袋手術診所,高雄
高雄眼袋手術診所醫師求推薦,https://www.pttweb.cc/bbs/facelift/M.1643182744.A.0AB,,2022-01-26T15:39:00,", 7 F 朋友給群x姚醫師做眼袋內開，很自然 01/27 21:40 , 7 F 推 okok1876 01/28 15:40,",朋友給群x姚醫師,,
高雄眼袋手術診所醫師求推薦,https://www.pttweb.cc/bbs/facelift/M.1643182744.A.0AB,,2022-01-26T15:39:00,", 12 F 去諮詢看看 01/31 08:39 , 12 F 推 jlin1018 02/11 19:39, , 13 F 推薦高雄君綺的蘇毓彬醫生，之前眼袋下 02/11 19:39 , 13 F → jlin1018 02/11 19:39, , 14 F 垂很嚴重，做完現在兩年多了，效果一樣 02/11 19:39 , 14 F → jlin1018 02/11 19:39, , 15 F 很好，很喜歡！ 02/11 19:39 , 15 F ‣ 返回看板 [ facelift ] 美容 ‣ 更多 arde...",君綺的蘇毓彬醫生,,高雄
[問題] 請教眼袋淚溝內開僅補脂是否可行,https://www.pttweb.cc/bbs/facelift/M.1642841288.A.740,,2022-01-22T16:48:00,請求淚溝過來人能否指點迷津！ 一併請教是否有給一下醫生執刀過的，不曉得實際心得如何呢？,是否有給一下醫生,,
[問題] 請教眼袋淚溝內開僅補脂是否可行,https://www.pttweb.cc/bbs/facelift/M.1642841288.A.740,,2022-01-22T16:48:00,1.長庚 張x仁醫師：查不太到淚溝相關的文章，求分享 2.楊x宇醫師 ：諮詢過感受還不錯但想多方問過後再下決定 3.如x蕭醫生：板上一片好評，但還約不到時間且內開+補脂大概封頂我的預算，糾結中。,"張x仁醫師,楊x宇醫師,如x蕭醫生",,
[問題] 請教眼袋淚溝內開僅補脂是否可行,https://www.pttweb.cc/bbs/facelift/M.1642841288.A.740,,2022-01-22T16:48:00,", 2 F 同樓上，不過信得過網友卻信不過醫生？ 01/22 22:51 , 2 F 沒有信不過啦只是自以為沒什麼眼袋想聽到附和想省一筆預算:p 謝謝大家打醒我這裝睡",網友卻信不過醫生,,
[問題] 高雄有沒有推薦做淚溝和消脂針醫師？已刪文,https://www.pttweb.cc/bbs/facelift/M.1642670555.A.4D2,,2022-01-20T17:22:00,[問題] 高雄有沒有推薦做淚溝和消脂針醫師？ - 看板facelift - PTT網頁版,淚溝和消脂針醫師,,高雄
[問題] 高雄有沒有推薦做淚溝和消脂針醫師？已刪文,https://www.pttweb.cc/bbs/facelift/M.1642670555.A.4D2,,2022-01-20T17:22:00,"[問題] 高雄有沒有推薦做淚溝和消脂針醫師？ 已刪文 ＋收藏 分享 看板 facelift 作者 tmwcptyrbo (erickson) 時間 4年前 發表 (2022/01/20 17:22) , 編輯 推噓 2 ( 2 推 0 噓 3 → ) 留言 5則, 3人 參與 , 4年前 最新 討論串 1/1",淚溝和消脂針醫師,,高雄
[問題] 高雄有沒有推薦做淚溝和消脂針醫師？已刪文,https://www.pttweb.cc/bbs/facelift/M.1642670555.A.4D2,,2022-01-20T17:22:00,如標題，高雄有沒有推薦的醫師可施打淚溝和消脂針的？,有沒有推薦的醫師,,高雄
[問題] 高雄有沒有推薦做淚溝和消脂針醫師？已刪文,https://www.pttweb.cc/bbs/facelift/M.1642670555.A.4D2,,2022-01-20T17:22:00,", 3 F 很多年前在美的給院長打淚溝維持超久，直 01/20 22:40 , 3 F → pimama 01/20 22:40,",年前在美的給院長,,
[問題] 微眼袋眼周音波有效果嗎,https://www.pttweb.cc/bbs/facelift/M.1642396328.A.8C8,,2022-01-17T13:12:00,", 6 F 手術開刀，其實先透過微整也行。 01/18 11:57 , 6 F 推 valgia 01/22 22:15, , 7 F 音波不太適合打眼周吧? 眼袋還 01/22 22:15 , 7 F → valgia 01/22 22:16, , 8 F 是手術最有效餒輕微做內開就好 而且恢復 01/22 22:16 , 8 F → valgia 01/22 22:16, , 9 F 期也短 但建議眼袋手術的醫生要挑~ 我自己 01/22 22:16 , 9 F → valgia 01/22 22:16, , ...","議眼袋手術的醫生,那間醫生",,
[討論] 眼袋手術詢問,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,,2022-01-17T11:46:00,在台北的一棟大樓裡 診所裡面感覺上有點老歐式飯店裝潢 但乾淨 醫生本人也有年紀 也蠻有經驗的樣子 醫生建議我用內開方式除眼袋 不建議補脂肪 第一不確定脂肪的穩定性 也無法保證未來會不會下垂 然後脂肪吸收程度因人體質不同 就算捕的很平均 也有兩邊消的不一樣的風險 醫生說的這點我蠻認同的 價格3字頭,,在台北的一棟大樓裡 診所裡面感覺上有點老,台北
[討論] 眼袋手術詢問,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,,2022-01-17T11:46:00,這是目前最理想的 唯一讓我猶豫不決的是網路上查不太到什麼案例的照片 沒有負評但也很少正評 不然就 是蠻多年前的資訊 所以想問版上有沒有給蘇醫生做過眼袋內開手術的版友？ 效果如何？,上有沒有給蘇醫生,,
[討論] 眼袋手術詢問,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,,2022-01-17T11:46:00,是個女醫生 診所很乾淨明亮 服務別很好 一些較擔心的問題基本上都有回答 很安心 診所內有分享案例 也是內開眼袋方式手術 不過楊醫師會建議要補脂肪 效果比較好 取脂方式 一種是眼袋本身的脂肪 另一種是大腿上的脂肪取一小部分,"是個女醫生,不過楊醫師","是個女醫生 診所很乾淨明亮 服務,基本上都有回答 很安心 診所內有分享案例 也",
[討論] 眼袋手術詢問,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,,2022-01-17T11:46:00,是院長 這次諮詢在疫情爆發前 有點久了所以沒什麼印象 會列入考慮 因爲王醫師網路上評價很好 印象中諮詢的時候醫生也有講明補脂肪的效果（和蘇醫師說的類似） 費用印象中是介於蘇醫師和楊醫師之前 只是眼袋手術的案例也不多 大多是隆乳手術,"因爲王醫師,中諮詢的時候醫生,和蘇醫師,象中是介於蘇醫師,和楊醫師",,
[討論] 眼袋手術詢問,https://www.pttweb.cc/bbs/facelift/M.1642391177.A.5DB,,2022-01-17T11:46:00,", 1 F 有去1諮詢過眼袋，感覺醫生蠻有經驗的， 01/17 20:53 , 1 F → sadlife 01/17 20:53,",感覺醫生,,
[心得] 玻尿酸打蘋果肌 連帶淚溝一起改善了！！,https://www.pttweb.cc/bbs/facelift/M.1642224365.A.53C,,2022-01-15T13:26:00,諮詢的時候，醫生跟我說如果用玻尿酸填充蘋果肌的位置 連帶我有一點點淚溝的問題也可以一起改善 但我有跟醫生特別強調說，不要打完後就被別人發現不一樣 想要自然～最好是別人覺得我變漂亮但不知道差在哪那種XD,但我有跟醫生,,
[心得] 玻尿酸打蘋果肌 連帶淚溝一起改善了！！,https://www.pttweb.cc/bbs/facelift/M.1642224365.A.53C,,2022-01-15T13:26:00,一開始會敷麻藥在兩頰跟淚溝的地方 大約30分鐘左右後，我摸摸自己的臉 真的有比較麻，但還是有感覺 不過心中的心情更有感覺，就是緊張緊張緊張 好在，在打針的時候，醫生都會告訴你要開始了 其實真的好像沒有想像中的痛 醫生是從我臉頰下針 然後同一個針孔在裡面轉來轉去@@ 打完半邊臉後，醫生拿鏡子給我看一下兩邊的差異 就可以立即看到我的臉真的豐潤許多 當下真的是很開心～～,,,
[心得] 玻尿酸打蘋果肌 連帶淚溝一起改善了！！,https://www.pttweb.cc/bbs/facelift/M.1642224365.A.53C,,2022-01-15T13:26:00,我淚溝是在君X給尤詡鑫醫生打的，總共打2CC 當時的優惠我記得約一萬初，可以自行去詢 問喔！,君X給尤詡鑫醫生,,
[心得] 男生開眼袋 年輕5歲分享（林子宇醫師,https://www.pttweb.cc/bbs/facelift/M.1641826570.A.8A0,,2022-01-10T22:56:00,[心得] 男生開眼袋 年輕5歲分享（林子宇醫師 - 看板facelift - PTT網頁版,林子宇醫師,,
[心得] 男生開眼袋 年輕5歲分享（林子宇醫師,https://www.pttweb.cc/bbs/facelift/M.1641826570.A.8A0,,2022-01-10T22:56:00,"[心得] 男生開眼袋 年輕5歲分享（林子宇醫師 ＋收藏 分享 看板 facelift 作者 javajustin 時間 4年前 發表 (2022/01/10 22:56) , 4年前 編輯 推噓 34 ( 34 推 0 噓 6 → ) 留言 40則, 35人 參與 , 最新 討論串 1/1",林子宇醫師,,
[心得] 男生開眼袋 年輕5歲分享（林子宇醫師,https://www.pttweb.cc/bbs/facelift/M.1641826570.A.8A0,,2022-01-10T22:56:00,林子宇醫師 （標題有寫啦 哈哈） 依心唯美診所 眼袋內開30k 有加蘋果肌補脂 醫師說還有補一點臥蠶 好像有更電一點 （覺得沒有的話......請更仔細看） 總共55k,林子宇醫師,依心唯美診所,
高雄診所-水無痕玻尿酸補淚溝跟蘋果肌經驗分享已刪文,https://www.pttweb.cc/bbs/facelift/M.1641734069.A.7A6,,2022-01-09T21:14:00,高雄診所-水無痕玻尿酸補淚溝跟蘋果肌經驗分享 - 看板facelift - PTT網頁版,,高雄診所,高雄
高雄診所-水無痕玻尿酸補淚溝跟蘋果肌經驗分享已刪文,https://www.pttweb.cc/bbs/facelift/M.1641734069.A.7A6,,2022-01-09T21:14:00,"高雄診所-水無痕玻尿酸補淚溝跟蘋果肌經驗分享 已刪文 ＋收藏 分享 看板 facelift 作者 yutzeng (zengfresh) 時間 4年前 發表 (2022/01/09 21:14) , 編輯 推噓 0 ( 0 推 0 噓 0 → ) 留言 0則, 0人 參與 , 最新 討論串 1/1",,高雄診所,高雄
高雄診所-水無痕玻尿酸補淚溝跟蘋果肌經驗分享已刪文,https://www.pttweb.cc/bbs/facelift/M.1641734069.A.7A6,,2022-01-09T21:14:00,這次評估施打左右兩邊各1.5CC水無痕玻尿酸，另外ㄧ支膠原蛋白修線條，因為本身眼袋比 較明顯，醫生在術前有告知眼下可以改善約7成，但眼袋依然會存在，很明確告知我預期的 成果，我可以接受。,,,
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,一開始諮詢了幾間連鎖的醫美診所，想說這麼大間應該沒問題 但回去查了以後發現他們在網路上的評價都很兩極，所以就一直猶豫要不要去… 後來遇到跟我一樣有眼袋困擾的朋友， 發現她看起來有點不太一樣而且氣色變好，她才說去動了眼袋手術！ 回家後查了她推薦的這間，眼袋手術好像還蠻有名的， 所以就預約了休假過去諮詢~,,一開始諮詢了幾間連鎖的醫美診所,
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,諮詢的時候鄭醫生仔細的說明眼袋手術的方式， 然後從不同角度幫我評估手術的範圍， 本來以為眼袋手術傷口的恢復期可能會很長， 但醫生卻說大概4~5天傷口就可以恢復 70~80%， 因為他的傷口會比一般眼袋手術還要小，所以恢復期比較短。,諮詢的時候鄭醫生,,
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,除了眼袋問題外，我的黑眼圈也挺重的，笑的時候眼周也會有一些細紋， 醫生說他可以在手術的時候幫我解決， 知道5合1的眼袋手術可以一次解決這麼多問題 老實說蠻吸引人的~,,,
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,最後諮詢師給我看了一些醫生手術案例的照片， 然後說她的眼袋也是給鄭醫生做的，而且她才剛做完手術2個月， 不說的話我完全看不出來有做過手術， 看到她手術的結果跟這些案例的照片就讓我更心動了~,"給我看了一些醫生,眼袋也是給鄭醫生",,
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,自從做完眼袋後我也有點醫美上癮的趨勢，現在每天照鏡子就會想研究下次還有哪些地方 可以再修一下，難怪大家都說醫美的坑一跳下去就很難再回頭了! XD,,"自從做完眼袋後我也有點醫美,難怪大家都說醫美",
[心得] 我終於做了眼袋手術,https://www.pttweb.cc/bbs/facelift/M.1641548384.A.1B3,,2022-01-07T17:39:00,", 35 F 請問醫師與價格，恭喜擺脫眼袋人生 01/08 00:38 , 35 F 推 oregongirl 01/08 00:43,",請問醫師,,
[討論] 想做眼袋手術，怕術後恢復要很久,https://www.pttweb.cc/bbs/facelift/M.1641262524.A.58F,,2022-01-04T10:15:00,", 51 F 我給極緻杜醫師做眼袋淚溝(內開)+補 01/07 18:04 , 51 F → yannnnni520 01/07 18:04,",我給極緻杜醫師,,
[討論] 想做眼袋手術，怕術後恢復要很久,https://www.pttweb.cc/bbs/facelift/M.1641262524.A.58F,,2022-01-04T10:15:00,", 59 F 恢復過程的照片 01/07 18:06 , 59 F 推 GASASS 01/11 11:58, , 60 F 幫樓主加油 手術完變好看會覺得超值得 開 01/11 11:58 , 60 F → GASASS 01/11 11:58, , 61 F 心的感覺會超過在意被別人說話 我是前不久 01/11 11:58 , 61 F → GASASS 01/11 11:58, , 62 F 給羅醫師割雙眼皮 割之前也有人問我為何要 01/11 11:58 , 62 F → GASASS 01/11 11:5...","給羅醫師,凡的蔡X平醫生,文華X水的朱醫師,給文華尚水朱醫師",,台南
[問題] 高雄水無痕玻尿酸打淚溝求推薦,https://www.pttweb.cc/bbs/facelift/M.1640835073.A.566,,2021-12-30T11:31:00,小妹淚溝的狀況隨著年紀增長覺得越來越明顯了QQ 想要嘗試看看玻尿酸補淚溝凹陷處 (目前都沒有醫美的經驗) 爬文過後對水無痕玻尿酸比較有興趣(較自然&不會有毛毛蟲) 因本人住在高雄，比較想在高雄施打,,目前都沒有醫美,高雄
[問題] 請推薦大醫院眼袋手術醫師（台北）,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,,2021-12-27T15:55:00,[問題] 請推薦大醫院眼袋手術醫師（台北） - 看板facelift - PTT網頁版,醫院眼袋手術醫師,請推薦大醫院,台北
[問題] 請推薦大醫院眼袋手術醫師（台北）,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,,2021-12-27T15:55:00,"[問題] 請推薦大醫院眼袋手術醫師（台北） ＋收藏 分享 看板 facelift 作者 dakki (溫柔自是勝強剛) 時間 4年前 發表 (2021/12/27 15:55) , 編輯 推噓 3 ( 3 推 0 噓 3 → ) 留言 6則, 3人 參與 , 4年前 最新 討論串 1/1",醫院眼袋手術醫師,請推薦大醫院,台北
[問題] 請推薦大醫院眼袋手術醫師（台北）,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,,2021-12-27T15:55:00,大家好 近期考慮做眼袋手術 但實在不太敢在診所做舒眠麻醉 不知道有沒有人推薦台北大醫院的醫師？ 或是有人做相關手術是局麻嗎？ 會不會很可怕呢？ 謝謝～,台北大醫院的醫師,"但實在不太敢在診所,不知道有沒有人推薦台北大醫院",台北
[問題] 請推薦大醫院眼袋手術醫師（台北）,https://www.pttweb.cc/bbs/facelift/M.1640591727.A.FB6,,2021-12-27T15:55:00,", 1 F 借文想問推薦的台北眼袋診所醫生 12/27 20:17 , 1 F → ieltm 12/27 20:18,",台北眼袋診所醫生,借文想問推薦的台北眼袋診所,台北
[討論] 打淚溝玻尿酸，君綺、星和、光澤，哪家好,https://www.pttweb.cc/bbs/facelift/M.1640317735.A.827,,2021-12-24T11:48:00,曾經打過玻尿酸淚溝，但是因為當時打的醫生技術不大好，還有玻尿酸牌子也沒聽過 現在眼下那邊有點凹凸不平的感覺，有點後悔。 但最近因為熬夜、時差調整的關係，讓我淚溝又看起來更嚴重 拍照不好看，遮瑕也蓋不住 又重啟想在打玻尿酸填淚溝的歷程 不過又很擔心會不會又打失敗，不好看 目前有諮詢過幾家，君綺、星和跟光澤 還在猶豫要怎麼選？ 有人分別在這幾家做過淚溝玻尿酸嗎？ 有沒有推薦哪家診所或是哪個醫生？ 真的很怕再重蹈覆轍，但又不響醜一輩子。,"因為當時打的醫生,診所或是哪個醫生",有沒有推薦哪家診所,
[討論] 打淚溝玻尿酸，君綺、星和、光澤，哪家好,https://www.pttweb.cc/bbs/facelift/M.1640317735.A.827,,2021-12-24T11:48:00,", 2 F 君綺我推王樹偉醫生，淚溝打完後，眼睛真 12/27 14:06 , 2 F → bnw999 12/27 14:06,",綺我推王樹偉醫生,,
[問題] 眼袋手術推薦厲害的醫生,https://www.pttweb.cc/bbs/facelift/M.1640158008.A.632,,2021-12-22T15:26:00,[問題] 眼袋手術推薦厲害的醫生 - 看板facelift - PTT網頁版,術推薦厲害的醫生,,
[問題] 眼袋手術推薦厲害的醫生,https://www.pttweb.cc/bbs/facelift/M.1640158008.A.632,,2021-12-22T15:26:00,"[問題] 眼袋手術推薦厲害的醫生 ＋收藏 分享 看板 facelift 作者 MelonSh (香瓜) 時間 4年前 發表 (2021/12/22 15:26) , 編輯 推噓 6 ( 6 推 0 噓 7 → ) 留言 13則, 8人 參與 , 4年前 最新 討論串 1/1",術推薦厲害的醫生,,
[問題] 眼袋手術推薦厲害的醫生,https://www.pttweb.cc/bbs/facelift/M.1640158008.A.632,,2021-12-22T15:26:00,上周末特地從鳳山跑到左營的幾家連鎖店諮詢 問了好幾間都沒有很滿意 不知道怎麼說 就覺得醫師態度冷冰冰的感覺不缺客人 然後諮詢師一直叫我加做其他微整療程 又要打臥蠶又要補蘋果肌 有種強迫推銷的感覺 反正就不是很喜歡 想說還是再多諮詢幾間看看 請問大家有沒有推薦高雄的眼袋手術醫生？ 如果鳳山一帶有更好！,"就覺得醫師,雄的眼袋手術醫生",,高雄
[分享] 台南眼袋內開加補蘋果肌,https://www.pttweb.cc/bbs/facelift/M.1640006248.A.367,,2021-12-20T21:17:00,其實一直以來都不覺得有眼袋頂多就淚溝一直以來都用蓋的，但年齡來到了45歲，說老不老 說年輕也不年輕想抓住青春最後的尾巴，大家多評論眼袋是CP值高的手術，掙扎了許久，終 於在今天手術了，其實剛醒來還是會有一點皮肉痛，打了消腫針喝蜈蚣草好像就沒那麼痛， 之後再來分享另外大家在選擇醫師前都要評估醫師的專業，是否有醫療糾紛、總不能愛美不 成配上自己的健康 ---- Sent from BePTT on my iPhone 11,"外大家在選擇醫師,前都要評估醫師",,
[分享] 台南眼袋內開加補蘋果肌,https://www.pttweb.cc/bbs/facelift/M.1640006248.A.367,,2021-12-20T21:17:00,", 8 F 第二天12/21 12/21 07:17 , 8 F 推 fiouda 01/03 13:23, , 9 F 請問原PO是在哪一間呢？現在恢復狀況還好 01/03 13:23 , 9 F → fiouda 01/03 13:23, , 10 F 嗎～ 01/03 13:23 , 10 F → yancurio 01/05 17:23, , 11 F 我本身沒什麼腫，有打消腫針，但現在右 01/05 17:23 , 11 F → yancurio 01/05 17:23, , 12 F 眼水泡還沒完全退有...",請問找那位醫師,,
[心得] 早做早享受，眼袋掰掰手術心得,https://www.pttweb.cc/bbs/facelift/M.1639991025.A.697,,2021-12-20T17:03:00,身為一個資深的眼袋人，我從以前就不太喜歡拍照 因為無論睡的多飽就是看起來很累 要是前一天吃個火鍋或重口味，隔天水腫就會讓眼袋直接炸出來 或是在太陽光下，眼袋的深度會讓年紀直接+10 今年6月時因為要出國一陣子，我才決定掐著錢包和眼袋說掰掰～ 雖然當時疫情剛炸鍋太適合跑診所，但怕在國外才發現手術有問題，我還是決定衝一波 結果就像割過眼袋的大家一樣，是個完全不後悔的手術！ 希望這篇文章能幫助還在猶豫或害怕的你們：）,,雖然當時疫情剛炸鍋太適合跑診所,
[心得] 早做早享受，眼袋掰掰手術心得,https://www.pttweb.cc/bbs/facelift/M.1639991025.A.697,,2021-12-20T17:03:00,就爬文心得來說還真沒看到幾個眼袋內開手術翻車的例子 大家可以依自己的考量(地點、價格、醫生評價、術後關切之類的)決定就好,,,
[心得] 早做早享受，眼袋掰掰手術心得,https://www.pttweb.cc/bbs/facelift/M.1639991025.A.697,,2021-12-20T17:03:00,——————《關於術前諮詢》—————— 在各點衡量後我選擇了診所A 但疫情關係他們沒有現場面診 而是請我傳照片去給醫生評估適不適合做手術、需不需要補脂 有些人會對沒有現場面診有疑慮 但我面診了幾家診所也大概知道自己需要什麼樣的手術 所以這點我倒是覺得無所謂 而且這位醫生在網路的聲量和評價也一直都很正面 我想總不會這麼衰的翻車吧(？,"我傳照片去給醫生,而且這位醫生","在各點衡量後我選擇了診所,但我面診了幾家診所",
[心得] 早做早享受，眼袋掰掰手術心得,https://www.pttweb.cc/bbs/facelift/M.1639991025.A.697,,2021-12-20T17:03:00,Week4: 雙眼皮長回來了！眼下的硬塊大概是一個多月以後才消失，醫生表示補脂的脂肪 部?,,,
[問題] 推薦台南打淚溝自然的醫生,https://www.pttweb.cc/bbs/facelift/M.1639974807.A.9F8,,2021-12-20T12:33:00,[問題] 推薦台南打淚溝自然的醫生 - 看板facelift - PTT網頁版,打淚溝自然的醫生,,台南
[問題] 推薦台南打淚溝自然的醫生,https://www.pttweb.cc/bbs/facelift/M.1639974807.A.9F8,,2021-12-20T12:33:00,"[問題] 推薦台南打淚溝自然的醫生 ＋收藏 分享 看板 facelift 作者 pairshine (Carrine) 時間 4年前 發表 (2021/12/20 12:33) , 編輯 推噓 2 ( 2 推 0 噓 0 → ) 留言 2則, 2人 參與 , 最新 討論串 1/1",打淚溝自然的醫生,,台南
[問題] 推薦台南打淚溝自然的醫生,https://www.pttweb.cc/bbs/facelift/M.1639974807.A.9F8,,2021-12-20T12:33:00,各位大大 因長期有淚溝困擾之前都在北部打玻尿酸，也有遇過幾家打完很不自然的，最後一家在北 部打的不錯，但因為現在來台南工作，回北部施打加回診不方便，想請教是否有推薦打淚 溝自然的醫生呢？謝謝,溝自然的醫生,,台南
[心得] 淚溝填補玻尿酸毛毛蟲了,https://www.pttweb.cc/bbs/facelift/M.1639895217.A.E45,,2021-12-19T14:26:00,今年六月找了一間標榜韓式醫美的診所 諮詢因為淚溝凹陷，所以看起來疲憊的問題 醫生溝通可以藉由打玻尿酸到蘋果肌改善 之前也有諮詢過一家頂級醫美 醫生相同建議這樣施作 加上看身邊很多朋友去打玻尿酸 效果好也沒什麼太大問題 沒有特地爬文就直接決定當天施打 這真是我的疏忽….,,"今年六月找了一間標榜韓式醫美的診所,之前也有諮詢過一家頂級醫美",
